weight_CDM,weight_HRF,weight_CRF,stormSeverity,rainfallSeverity,timeOfDay,threshold,self.evacuated_inside + self.evacuated_outside
0.30000000000000004,0.4,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.4,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.4,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.4,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.7,5
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.7,5
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.7,5
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.7,4
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.7,4
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.7999999999999999,0
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.7999999999999999,0
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.7999999999999999,0
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.7999999999999999,0
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.7999999999999999,0
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.5,0.2,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.7,1
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.7,1
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.7,1
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.7,0
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.7,0
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.7999999999999999,0
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.7999999999999999,0
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.7999999999999999,0
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.7999999999999999,0
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.7999999999999999,0
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.8999999999999999,0
0.30000000000000004,0.6,0.1,1,Yellow,Night time,0.8999999999999999,0
0.4,0.1,0.5,1,Yellow,Night time,0.7,49
0.4,0.1,0.5,1,Yellow,Night time,0.7,52
0.4,0.1,0.5,1,Yellow,Night time,0.7,52
0.4,0.1,0.5,1,Yellow,Night time,0.7,49
0.4,0.1,0.5,1,Yellow,Night time,0.7,52
0.4,0.1,0.5,1,Yellow,Night time,0.7999999999999999,0
0.4,0.1,0.5,1,Yellow,Night time,0.7999999999999999,0
0.4,0.1,0.5,1,Yellow,Night time,0.7999999999999999,0
0.4,0.1,0.5,1,Yellow,Night time,0.7999999999999999,0
0.4,0.1,0.5,1,Yellow,Night time,0.7999999999999999,0
0.4,0.1,0.5,1,Yellow,Night time,0.8999999999999999,0
0.4,0.1,0.5,1,Yellow,Night time,0.8999999999999999,0
0.4,0.1,0.5,1,Yellow,Night time,0.8999999999999999,0
0.4,0.1,0.5,1,Yellow,Night time,0.8999999999999999,0
0.4,0.1,0.5,1,Yellow,Night time,0.8999999999999999,0
0.4,0.2,0.4,1,Yellow,Night time,0.7,6
0.4,0.2,0.4,1,Yellow,Night time,0.7,4
0.4,0.2,0.4,1,Yellow,Night time,0.7,8
0.4,0.2,0.4,1,Yellow,Night time,0.7,6
0.4,0.2,0.4,1,Yellow,Night time,0.7,4
0.4,0.2,0.4,1,Yellow,Night time,0.7999999999999999,0
0.4,0.2,0.4,1,Yellow,Night time,0.7999999999999999,0
0.4,0.2,0.4,1,Yellow,Night time,0.7999999999999999,0
0.4,0.2,0.4,1,Yellow,Night time,0.7999999999999999,0
0.4,0.2,0.4,1,Yellow,Night time,0.7999999999999999,0
0.4,0.2,0.4,1,Yellow,Night time,0.8999999999999999,0
0.4,0.2,0.4,1,Yellow,Night time,0.8999999999999999,0
0.4,0.2,0.4,1,Yellow,Night time,0.8999999999999999,0
0.4,0.2,0.4,1,Yellow,Night time,0.8999999999999999,0
0.4,0.2,0.4,1,Yellow,Night time,0.8999999999999999,0
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.7,3
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.7,4
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.7,3
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.7,3
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.7,4
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.4,0.30000000000000004,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.4,0.4,0.2,1,Yellow,Night time,0.7,1
0.4,0.4,0.2,1,Yellow,Night time,0.7,0
0.4,0.4,0.2,1,Yellow,Night time,0.7,0
0.4,0.4,0.2,1,Yellow,Night time,0.7,0
0.4,0.4,0.2,1,Yellow,Night time,0.7,0
0.4,0.4,0.2,1,Yellow,Night time,0.7999999999999999,0
0.4,0.4,0.2,1,Yellow,Night time,0.7999999999999999,0
0.4,0.4,0.2,1,Yellow,Night time,0.7999999999999999,0
0.4,0.4,0.2,1,Yellow,Night time,0.7999999999999999,0
0.4,0.4,0.2,1,Yellow,Night time,0.7999999999999999,0
0.4,0.4,0.2,1,Yellow,Night time,0.8999999999999999,0
0.4,0.4,0.2,1,Yellow,Night time,0.8999999999999999,0
0.4,0.4,0.2,1,Yellow,Night time,0.8999999999999999,0
0.4,0.4,0.2,1,Yellow,Night time,0.8999999999999999,0
0.4,0.4,0.2,1,Yellow,Night time,0.8999999999999999,0
0.4,0.5,0.1,1,Yellow,Night time,0.7,1
0.4,0.5,0.1,1,Yellow,Night time,0.7,0
0.4,0.5,0.1,1,Yellow,Night time,0.7,0
0.4,0.5,0.1,1,Yellow,Night time,0.7,0
0.4,0.5,0.1,1,Yellow,Night time,0.7,0
0.4,0.5,0.1,1,Yellow,Night time,0.7999999999999999,0
0.4,0.5,0.1,1,Yellow,Night time,0.7999999999999999,0
0.4,0.5,0.1,1,Yellow,Night time,0.7999999999999999,0
0.4,0.5,0.1,1,Yellow,Night time,0.7999999999999999,0
0.4,0.5,0.1,1,Yellow,Night time,0.7999999999999999,0
0.4,0.5,0.1,1,Yellow,Night time,0.8999999999999999,0
0.4,0.5,0.1,1,Yellow,Night time,0.8999999999999999,0
0.4,0.5,0.1,1,Yellow,Night time,0.8999999999999999,0
0.4,0.5,0.1,1,Yellow,Night time,0.8999999999999999,0
0.4,0.5,0.1,1,Yellow,Night time,0.8999999999999999,0
0.5,0.1,0.4,1,Yellow,Night time,0.7,4
0.5,0.1,0.4,1,Yellow,Night time,0.7,4
0.5,0.1,0.4,1,Yellow,Night time,0.7,4
0.5,0.1,0.4,1,Yellow,Night time,0.7,4
0.5,0.1,0.4,1,Yellow,Night time,0.7,4
0.5,0.1,0.4,1,Yellow,Night time,0.7999999999999999,0
0.5,0.1,0.4,1,Yellow,Night time,0.7999999999999999,0
0.5,0.1,0.4,1,Yellow,Night time,0.7999999999999999,0
0.5,0.1,0.4,1,Yellow,Night time,0.7999999999999999,0
0.5,0.1,0.4,1,Yellow,Night time,0.7999999999999999,0
0.5,0.1,0.4,1,Yellow,Night time,0.8999999999999999,0
0.5,0.1,0.4,1,Yellow,Night time,0.8999999999999999,0
0.5,0.1,0.4,1,Yellow,Night time,0.8999999999999999,0
0.5,0.1,0.4,1,Yellow,Night time,0.8999999999999999,0
0.5,0.1,0.4,1,Yellow,Night time,0.8999999999999999,0
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.7,3
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.7,4
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.7,2
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.7,3
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.7,4
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.5,0.2,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.7,1
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.7,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.7,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.7,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.7,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.7999999999999999,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.7999999999999999,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.7999999999999999,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.7999999999999999,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.7999999999999999,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.8999999999999999,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.8999999999999999,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.8999999999999999,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.8999999999999999,0
0.5,0.30000000000000004,0.2,1,Yellow,Night time,0.8999999999999999,0
0.5,0.4,0.1,1,Yellow,Night time,0.7,0
0.5,0.4,0.1,1,Yellow,Night time,0.7,0
0.5,0.4,0.1,1,Yellow,Night time,0.7,0
0.5,0.4,0.1,1,Yellow,Night time,0.7,0
0.5,0.4,0.1,1,Yellow,Night time,0.7,0
0.5,0.4,0.1,1,Yellow,Night time,0.7999999999999999,0
0.5,0.4,0.1,1,Yellow,Night time,0.7999999999999999,0
0.5,0.4,0.1,1,Yellow,Night time,0.7999999999999999,0
0.5,0.4,0.1,1,Yellow,Night time,0.7999999999999999,0
0.5,0.4,0.1,1,Yellow,Night time,0.7999999999999999,0
0.5,0.4,0.1,1,Yellow,Night time,0.8999999999999999,0
0.5,0.4,0.1,1,Yellow,Night time,0.8999999999999999,0
0.5,0.4,0.1,1,Yellow,Night time,0.8999999999999999,0
0.5,0.4,0.1,1,Yellow,Night time,0.8999999999999999,0
0.5,0.4,0.1,1,Yellow,Night time,0.8999999999999999,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.7,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.7,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.7,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.7,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.7,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.7999999999999999,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.6,0.1,0.30000000000000004,1,Yellow,Night time,0.8999999999999999,0
0.6,0.2,0.2,1,Yellow,Night time,0.7,0
0.6,0.2,0.2,1,Yellow,Night time,0.7,0
0.6,0.2,0.2,1,Yellow,Night time,0.7,0
0.6,0.2,0.2,1,Yellow,Night time,0.7,0
0.6,0.2,0.2,1,Yellow,Night time,0.7,0
0.6,0.2,0.2,1,Yellow,Night time,0.7999999999999999,0
0.6,0.2,0.2,1,Yellow,Night time,0.7999999999999999,0
0.6,0.2,0.2,1,Yellow,Night time,0.7999999999999999,0
0.6,0.2,0.2,1,Yellow,Night time,0.7999999999999999,0
0.6,0.2,0.2,1,Yellow,Night time,0.7999999999999999,0
0.6,0.2,0.2,1,Yellow,Night time,0.8999999999999999,0
0.6,0.2,0.2,1,Yellow,Night time,0.8999999999999999,0
0.6,0.2,0.2,1,Yellow,Night time,0.8999999999999999,0
0.6,0.2,0.2,1,Yellow,Night time,0.8999999999999999,0
0.6,0.2,0.2,1,Yellow,Night time,0.8999999999999999,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.7,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.7,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.7,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.7,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.7,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.7999999999999999,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.7999999999999999,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.7999999999999999,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.7999999999999999,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.7999999999999999,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.8999999999999999,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.8999999999999999,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.8999999999999999,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.8999999999999999,0
0.6,0.30000000000000004,0.1,1,Yellow,Night time,0.8999999999999999,0
0.7,0.1,0.2,1,Yellow,Night time,0.7,0
0.7,0.1,0.2,1,Yellow,Night time,0.7,0
0.7,0.1,0.2,1,Yellow,Night time,0.7,0
0.7,0.1,0.2,1,Yellow,Night time,0.7,0
0.7,0.1,0.2,1,Yellow,Night time,0.7,0
0.7,0.1,0.2,1,Yellow,Night time,0.7999999999999999,0
0.7,0.1,0.2,1,Yellow,Night time,0.7999999999999999,0
0.7,0.1,0.2,1,Yellow,Night time,0.7999999999999999,0
0.7,0.1,0.2,1,Yellow,Night time,0.7999999999999999,0
0.7,0.1,0.2,1,Yellow,Night time,0.7999999999999999,0
0.7,0.1,0.2,1,Yellow,Night time,0.8999999999999999,0
0.7,0.1,0.2,1,Yellow,Night time,0.8999999999999999,0
0.7,0.1,0.2,1,Yellow,Night time,0.8999999999999999,0
0.7,0.1,0.2,1,Yellow,Night time,0.8999999999999999,0
0.7,0.1,0.2,1,Yellow,Night time,0.8999999999999999,0
0.7,0.2,0.1,1,Yellow,Night time,0.7,0
0.7,0.2,0.1,1,Yellow,Night time,0.7,0
0.7,0.2,0.1,1,Yellow,Night time,0.7,0
0.7,0.2,0.1,1,Yellow,Night time,0.7,0
0.7,0.2,0.1,1,Yellow,Night time,0.7,0
0.7,0.2,0.1,1,Yellow,Night time,0.7999999999999999,0
0.7,0.2,0.1,1,Yellow,Night time,0.7999999999999999,0
0.7,0.2,0.1,1,Yellow,Night time,0.7999999999999999,0
0.7,0.2,0.1,1,Yellow,Night time,0.7999999999999999,0
0.7,0.2,0.1,1,Yellow,Night time,0.7999999999999999,0
0.7,0.2,0.1,1,Yellow,Night time,0.8999999999999999,0
0.7,0.2,0.1,1,Yellow,Night time,0.8999999999999999,0
0.7,0.2,0.1,1,Yellow,Night time,0.8999999999999999,0
0.7,0.2,0.1,1,Yellow,Night time,0.8999999999999999,0
0.7,0.2,0.1,1,Yellow,Night time,0.8999999999999999,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.7,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.7,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.7,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.7,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.7,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.7999999999999999,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.7999999999999999,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.7999999999999999,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.7999999999999999,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.7999999999999999,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.8999999999999999,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.8999999999999999,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.8999999999999999,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.8999999999999999,0
0.7999999999999999,0.1,0.1,1,Yellow,Night time,0.8999999999999999,0
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.7,518
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.7,521
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.7,520
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.7,521
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.7,519
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.7999999999999999,130
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.7999999999999999,130
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.7999999999999999,130
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.7999999999999999,130
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.7999999999999999,130
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.8999999999999999,0
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.8999999999999999,0
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.8999999999999999,0
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.8999999999999999,0
0.1,0.1,0.7999999999999999,1,Orange,Daytime,0.8999999999999999,0
0.1,0.2,0.7,1,Orange,Daytime,0.7,470
0.1,0.2,0.7,1,Orange,Daytime,0.7,488
0.1,0.2,0.7,1,Orange,Daytime,0.7,475
0.1,0.2,0.7,1,Orange,Daytime,0.7,476
0.1,0.2,0.7,1,Orange,Daytime,0.7,475
0.1,0.2,0.7,1,Orange,Daytime,0.7999999999999999,123
0.1,0.2,0.7,1,Orange,Daytime,0.7999999999999999,119
0.1,0.2,0.7,1,Orange,Daytime,0.7999999999999999,118
0.1,0.2,0.7,1,Orange,Daytime,0.7999999999999999,120
0.1,0.2,0.7,1,Orange,Daytime,0.7999999999999999,123
0.1,0.2,0.7,1,Orange,Daytime,0.8999999999999999,0
0.1,0.2,0.7,1,Orange,Daytime,0.8999999999999999,0
0.1,0.2,0.7,1,Orange,Daytime,0.8999999999999999,0
0.1,0.2,0.7,1,Orange,Daytime,0.8999999999999999,0
0.1,0.2,0.7,1,Orange,Daytime,0.8999999999999999,0
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.7,407
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.7,442
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.7,414
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.7,416
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.7,407
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.7999999999999999,5
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.7999999999999999,9
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.7999999999999999,5
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.7999999999999999,7
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.7999999999999999,8
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.8999999999999999,0
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.8999999999999999,0
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.8999999999999999,0
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.8999999999999999,0
0.1,0.30000000000000004,0.6,1,Orange,Daytime,0.8999999999999999,0
0.1,0.4,0.5,1,Orange,Daytime,0.7,196
0.1,0.4,0.5,1,Orange,Daytime,0.7,205
0.1,0.4,0.5,1,Orange,Daytime,0.7,199
0.1,0.4,0.5,1,Orange,Daytime,0.7,197
0.1,0.4,0.5,1,Orange,Daytime,0.7,204
0.1,0.4,0.5,1,Orange,Daytime,0.7999999999999999,1
0.1,0.4,0.5,1,Orange,Daytime,0.7999999999999999,1
0.1,0.4,0.5,1,Orange,Daytime,0.7999999999999999,0
0.1,0.4,0.5,1,Orange,Daytime,0.7999999999999999,0
0.1,0.4,0.5,1,Orange,Daytime,0.7999999999999999,0
0.1,0.4,0.5,1,Orange,Daytime,0.8999999999999999,0
0.1,0.4,0.5,1,Orange,Daytime,0.8999999999999999,0
0.1,0.4,0.5,1,Orange,Daytime,0.8999999999999999,0
0.1,0.4,0.5,1,Orange,Daytime,0.8999999999999999,0
0.1,0.4,0.5,1,Orange,Daytime,0.8999999999999999,0
0.1,0.5,0.4,1,Orange,Daytime,0.7,123
0.1,0.5,0.4,1,Orange,Daytime,0.7,121
0.1,0.5,0.4,1,Orange,Daytime,0.7,118
0.1,0.5,0.4,1,Orange,Daytime,0.7,121
0.1,0.5,0.4,1,Orange,Daytime,0.7,120
0.1,0.5,0.4,1,Orange,Daytime,0.7999999999999999,0
0.1,0.5,0.4,1,Orange,Daytime,0.7999999999999999,0
0.1,0.5,0.4,1,Orange,Daytime,0.7999999999999999,0
0.1,0.5,0.4,1,Orange,Daytime,0.7999999999999999,0
0.1,0.5,0.4,1,Orange,Daytime,0.7999999999999999,0
0.1,0.5,0.4,1,Orange,Daytime,0.8999999999999999,0
0.1,0.5,0.4,1,Orange,Daytime,0.8999999999999999,0
0.1,0.5,0.4,1,Orange,Daytime,0.8999999999999999,0
0.1,0.5,0.4,1,Orange,Daytime,0.8999999999999999,0
0.1,0.5,0.4,1,Orange,Daytime,0.8999999999999999,0
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.7,98
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.7,98
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.7,95
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.7,99
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.7,93
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.7999999999999999,0
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.7999999999999999,0
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.7999999999999999,0
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.7999999999999999,0
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.7999999999999999,0
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.8999999999999999,0
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.8999999999999999,0
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.8999999999999999,0
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.8999999999999999,0
0.1,0.6,0.30000000000000004,1,Orange,Daytime,0.8999999999999999,0
0.1,0.7,0.2,1,Orange,Daytime,0.7,6
0.1,0.7,0.2,1,Orange,Daytime,0.7,11
0.1,0.7,0.2,1,Orange,Daytime,0.7,7
0.1,0.7,0.2,1,Orange,Daytime,0.7,5
0.1,0.7,0.2,1,Orange,Daytime,0.7,6
0.1,0.7,0.2,1,Orange,Daytime,0.7999999999999999,0
0.1,0.7,0.2,1,Orange,Daytime,0.7999999999999999,0
0.1,0.7,0.2,1,Orange,Daytime,0.7999999999999999,0
0.1,0.7,0.2,1,Orange,Daytime,0.7999999999999999,0
0.1,0.7,0.2,1,Orange,Daytime,0.7999999999999999,0
0.1,0.7,0.2,1,Orange,Daytime,0.8999999999999999,0
0.1,0.7,0.2,1,Orange,Daytime,0.8999999999999999,0
0.1,0.7,0.2,1,Orange,Daytime,0.8999999999999999,0
0.1,0.7,0.2,1,Orange,Daytime,0.8999999999999999,0
0.1,0.7,0.2,1,Orange,Daytime,0.8999999999999999,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.7,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.7,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.7,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.7,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.7,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.7999999999999999,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.7999999999999999,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.7999999999999999,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.7999999999999999,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.7999999999999999,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.8999999999999999,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.8999999999999999,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.8999999999999999,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.8999999999999999,0
0.1,0.7999999999999999,0.1,1,Orange,Daytime,0.8999999999999999,0
0.2,0.1,0.7,1,Orange,Daytime,0.7,221
0.2,0.1,0.7,1,Orange,Daytime,0.7,220
0.2,0.1,0.7,1,Orange,Daytime,0.7,225
0.2,0.1,0.7,1,Orange,Daytime,0.7,223
0.2,0.1,0.7,1,Orange,Daytime,0.7,222
0.2,0.1,0.7,1,Orange,Daytime,0.7999999999999999,35
0.2,0.1,0.7,1,Orange,Daytime,0.7999999999999999,38
0.2,0.1,0.7,1,Orange,Daytime,0.7999999999999999,40
0.2,0.1,0.7,1,Orange,Daytime,0.7999999999999999,42
0.2,0.1,0.7,1,Orange,Daytime,0.7999999999999999,38
0.2,0.1,0.7,1,Orange,Daytime,0.8999999999999999,0
0.2,0.1,0.7,1,Orange,Daytime,0.8999999999999999,0
0.2,0.1,0.7,1,Orange,Daytime,0.8999999999999999,0
0.2,0.1,0.7,1,Orange,Daytime,0.8999999999999999,0
0.2,0.1,0.7,1,Orange,Daytime,0.8999999999999999,0
0.2,0.2,0.6,1,Orange,Daytime,0.7,182
0.2,0.2,0.6,1,Orange,Daytime,0.7,194
0.2,0.2,0.6,1,Orange,Daytime,0.7,189
0.2,0.2,0.6,1,Orange,Daytime,0.7,185
0.2,0.2,0.6,1,Orange,Daytime,0.7,192
